ID,MWE1,MWE2,Language,sentence_1,sentence_2,sim,alternative_1,alternative_2,sentence_previous,sentence_next,sentence_1_inferences
668932,blue blood,None,EN,"The blue blood lord had hopes, it may he, of despatching yet another monk before his term of life was out.","The azure lifeblood lord had hopes, it may he, of despatching yet another monk before his term of life was out.",None,"The noble lord had hopes, it may he, of despatching yet another monk before his term of life was out.","The azure lifeblood lord had hopes, it may he, of despatching yet another monk before his term of life was out.",None,None,"['to find a monk', 'to have a reason to do something', 'to make a difference', 'to be a good monk', 'to make a difference', 'to have a good life', 'happy', 'like a failure', 'goes to jail', 'thinks', 'determined', 'unlucky']"
626158,number crunching,None,EN,"cried Tom, as he made some rapid number crunching from his gauge instruments.","cried Tom, as he made some rapid crunching from his gauge instruments.",None,"cried Tom, as he made some rapid calculations from his gauge instruments.","cried Tom, as he made some rapid crunching from his gauge instruments.",The Mars was then flying over a large field and a stone fence was in plain view.,There was a little click and the chalk bomb dropped.,"['to make a mistake', 'to go to the bar', 'to be heard', 'to get a good grade', 'to be heard', 'to find out the number', 'accomplished', 'like a winner', 'personx sweats', 'thinks about number crunching', 'curious', 'interested']"
493732,grandfather clock,None,EN,We know the picture of the waiting wife listening for footsteps while the grandfather clock ticks loudly in the silent house.,We know the picture of the waiting wife listening for footsteps while the granddad clock ticks loudly in the silent house.,None,We know the picture of the waiting wife listening for footsteps while the clock ticks loudly in the silent house.,We know the picture of the waiting wife listening for footsteps while the granddad clock ticks loudly in the silent house.,Her husband wanders free while she stays at home.,None,"['to open the door', 'to hear the clock', 'to be heard', 'to see the time', 'to be heard', 'to go to the bathroom', 'happy', 'loved', 'smiles', 'thinks about the time', 'curious', 'lazy']"
181775,elbow room,None,EN,With such a tiny space of ground the choice of roses is very important.,With such a tiny elbow room of ground the choice of roses is very important.,1,empty,empty,Thus also the foot-wide paths of my rose-beds are edged; and a neater or a lovelier border could not be imagined.,Hybrids take up too much room for general service.,"['to make a choice', 'to pick a flower', 'to have a good time', 'to have flowers', 'to plant flowers', 'to have a flower garden', 'happy', 'determined', 'smiles', 'personx gets a job', 'lucky', 'satisfied']"
846273,head hunter,None,EN,"""You were not mistaken,"" the hunter answered, ""we are indeed very old friends, though our avocations are diametrically opposed.""","""You were not mistaken,"" the head hunter answered, ""we are indeed very old friends, though our avocations are diametrically opposed.""",1,empty,empty,"""I thought you an intimate friend of your countryman,"" the Mexican remarked.","""And on the present occasion, would you refuse the support of your arm in defending the good cause?""","['to meet someone', 'to find out what happened', 'to make a difference', 'to be friends', 'to be heard', 'to get away', 'happy', 'proud', 'smiles', 'becomes friends', 'curious', 'lucky']"
899822,front runner,None,EN,"Lucian alludes to his front runner oaths, the dog and plane-tree.","Lucian alludes to his forepart runner oaths, the dog and plane-tree.",None,"Lucian alludes to his favourite oaths, the dog and plane-tree.","Lucian alludes to his forepart runner oaths, the dog and plane-tree.",None,"For the (Platonic) theory of Ideas, and the community of women, _see_ PLATO.","['to be a runner', 'to have a good time', 'to have a good time', 'to be a good man', 'to win the race', 'to be a hero', 'happy', 'like a good sport', 'personx sweats', 'thinks', 'proud', 'brave']"
551021,blue blood,None,EN,"Agnes was no vulgar woman, but an Aspasia of her time, of noble birth, beautiful, and of a character gentle as well as essentially good.","Agnes was no vulgar woman, but an Aspasia of her time, of blue blood birth, beautiful, and of a character gentle as well as essentially good.",1,empty,empty,The r�le played by this mistress of the king is truly admirable as well as remarkable.,None,"['to be a good person', 'to learn how to be a woman', 'to be a good person', 'to be successful', 'to be a good person', 'to be successful', 'satisfied', 'like a good man', 'personx is admired', 'personx smiles', 'patriotic', 'loyal']"
45792,grandfather clock,None,EN,"The grandfather clock at Westminster was striking eleven, and there was the deep rumble of traffic from the unseen streets round about.","The granddad clock at Westminster was striking eleven, and there was the deep rumble of traffic from the unseen streets round about.",None,"The clock at Westminster was striking eleven, and there was the deep rumble of traffic from the unseen streets round about.","The granddad clock at Westminster was striking eleven, and there was the deep rumble of traffic from the unseen streets round about.","A bird somewhere in the dark trees below had mistaken the moonlight for the dawn, and was making its early call.","""It's hard to believe that this can be the same London that is so full of casinos and clubs and-monasteries.""","['a car', 'to go to the street', 'to be heard', 'to hear the news', 'to go home', 'to go to work', 'happy', 'like a winner', 'smiles', 'personx is arrested', 'lucky', 'daring']"
617194,blue blood,None,EN,He was ready for me with another romance of the blue blood owner's reluctance to part with an heirloom for less than the price he had named.,He was ready for me with another romance of the azure lifeblood owner's reluctance to part with an heirloom for less than the price he had named.,None,He was ready for me with another romance of the noble owner's reluctance to part with an heirloom for less than the price he had named.,He was ready for me with another romance of the azure lifeblood owner's reluctance to part with an heirloom for less than the price he had named.,"Five o'clock and dinner, but I declined going down, and slipped away to my tryst with the little old man.","In vain I talked, wheedled, and protested; the crafty little man saw that I meant to have that watch, and was firm.","['to find me', 'to find someone', 'to have a good time', 'to find someone', 'to propose', 'to find a new lover', 'happy', 'lonely', 'personx blushes', 'personx cries', 'lucky', 'open']"
451019,baby blues,None,EN,"He was like the Comptons, a refined image of his father, with the blue eyes and very dark hair which had once made Phil Compton irresistible.","He was like the Comptons, a refined image of his father, with the baby blues and very dark hair which had once made Phil Compton irresistible.",1,empty,empty,"the boy said, with the same spark of fire coming into his blue eyes which had often been seen in Elinor's hazel ones.","Pippo had the habit, I am sorry to say, of being a little impatient with his grandmother.","['to like him', 'to be a cop', 'to be the best', 'to be popular', 'to have a good time', 'to show off his new look', 'proud', 'inspired', 'smiles', 'personx smiles', 'lucky', 'successful']"
